vm_id,decision_timestamp,current_cpu,predicted_cpu_t5m,predicted_cpu_t10m,predicted_cpu_t15m,predicted_cpu_t30m,predicted_cpu_t45m,predicted_cpu_t60m,predicted_mean_cpu,predicted_peak_cpu,predicted_std_cpu,volatility_score,risk_score,risk_state
VM_023,1378823100,4.5667,5.3054,5.5653,5.7018,5.5116,5.1763,4.9119,5.4047,5.7626,0.2542,0.6405,0.1828,HIGH
VM_023,1378823400,4.9,5.2928,5.5561,5.7111,5.3941,5.0231,4.9676,5.3217,5.7111,0.2533,0.6403,0.1701,MEDIUM
VM_023,1378823700,4.6333,5.3941,5.5616,5.6506,5.3383,5.1126,5.2002,5.3452,5.6506,0.1824,0.6403,0.1458,MEDIUM
VM_023,1378824000,4.8667,5.4349,5.5538,5.534,5.0523,5.0388,5.1994,5.237,5.5538,0.2095,0.6379,0.1584,MEDIUM
VM_023,1378824300,6.3,5.2691,5.3197,5.3023,4.9087,5.2795,5.6522,5.2565,5.7989,0.2716,0.4746,0.1677,MEDIUM
VM_023,1378824600,4.7333,5.1798,5.1518,5.0859,4.7288,5.3188,5.8159,5.1928,5.9913,0.3992,0.4762,0.2104,HIGH
VM_023,1378824900,4.6,5.115,5.1307,5.0089,4.9525,5.4364,5.4041,5.2231,5.7326,0.2621,0.4752,0.16,MEDIUM
VM_023,1378825200,5.0667,4.9362,4.9012,4.7934,4.9848,5.4555,5.3445,5.1522,5.6735,0.3057,0.4716,0.1708,MEDIUM
VM_023,1378825500,4.7333,4.9978,5.022,5.016,5.4103,5.5857,5.3265,5.338,5.7088,0.2661,0.4701,0.1485,MEDIUM
VM_023,1378825800,4.8667,5.0233,5.0699,5.0803,5.5036,5.4615,4.9648,5.3042,5.7246,0.2395,0.4703,0.1502,MEDIUM
VM_023,1378826100,4.6333,4.9881,5.146,5.2002,5.4027,5.2189,4.9578,5.216,5.4027,0.1292,0.4732,0.1133,MEDIUM
VM_023,1378826400,4.8667,4.9546,5.155,5.2186,5.4015,5.0412,4.68,5.1333,5.4307,0.1992,0.4734,0.1495,MEDIUM
VM_023,1378826700,4.6,5.0264,5.3536,5.4963,5.2762,4.9338,4.808,5.1698,5.4963,0.2292,0.4699,0.1417,MEDIUM
VM_023,1378827000,4.9333,5.2083,5.5059,5.6553,5.2601,4.8478,4.8744,5.1876,5.6553,0.2853,0.4696,0.1558,MEDIUM
VM_023,1378827300,7.2,5.6167,5.743,5.7415,5.2829,5.1448,5.4021,5.3912,5.743,0.2368,0.6574,0.1667,MEDIUM
VM_023,1378827600,6.8333,5.8516,5.7957,5.6586,5.1926,5.2455,5.4441,5.4137,5.8516,0.2606,0.7519,0.1928,HIGH
VM_023,1378827900,6.8333,5.6567,5.5546,5.481,5.1373,5.5757,5.9178,5.4961,6.1047,0.3136,0.786,0.2153,HIGH
VM_023,1378828200,4.8,5.4295,5.3188,5.2467,4.8828,5.5427,6.026,5.3774,6.2582,0.4378,0.7886,0.2639,HIGH
VM_023,1378828500,4.5333,5.3864,5.2252,5.0721,5.1862,5.7306,5.3797,5.4064,5.8515,0.2916,0.7886,0.2078,HIGH
VM_023,1378828800,4.9667,5.1189,4.9276,4.7838,5.1706,5.7067,5.2724,5.2818,5.7619,0.3526,0.7892,0.2183,HIGH
VM_023,1378829100,4.6333,4.9927,4.9634,4.9903,5.6315,5.6748,5.0663,5.3782,5.9164,0.3291,0.7908,0.2142,HIGH
VM_023,1378829400,4.9667,4.9378,4.9914,5.0697,5.657,5.558,4.9293,5.3596,5.9186,0.3252,0.7897,0.2183,HIGH
VM_023,1378829700,4.6,5.0033,5.2777,5.4436,5.7128,5.3439,4.9407,5.3859,5.7332,0.2375,0.7969,0.196,HIGH
VM_023,1378830000,4.9667,4.9323,5.2533,5.4247,5.6243,5.1924,4.7917,5.2895,5.6683,0.2562,0.7943,0.2056,HIGH
VM_023,1378830300,7.0,5.4841,5.7777,5.8948,5.4059,5.1005,5.0169,5.42,5.8948,0.2885,0.8733,0.2159,HIGH
VM_023,1378830600,4.9667,5.3622,5.7018,5.8871,5.2583,4.9541,4.9774,5.3206,5.8871,0.321,0.8724,0.2223,HIGH
VM_023,1378830900,5.7333,5.6308,5.7263,5.7162,5.1397,5.2047,5.5312,5.4048,5.7263,0.2468,0.8694,0.1952,HIGH
VM_023,1378831200,4.9333,5.5646,5.5538,5.4649,4.9207,5.0742,5.2767,5.2278,5.5646,0.2363,0.8682,0.1922,HIGH
VM_023,1378831500,7.0333,5.5438,5.4201,5.3484,5.0589,5.4693,5.7227,5.395,5.9147,0.2716,0.9178,0.219,HIGH
VM_023,1378831800,4.8667,5.2483,5.0983,5.032,4.7758,5.3755,5.849,5.214,6.0035,0.4035,0.9147,0.2626,HIGH
VM_023,1378832100,4.7,5.2351,5.144,5.0566,5.2803,5.6256,5.4314,5.3755,5.7747,0.2549,0.9116,0.2083,HIGH
VM_023,1378832400,5.2667,4.9807,4.9129,4.8329,5.1149,5.5207,5.331,5.2076,5.6599,0.3003,0.9103,0.2193,HIGH
VM_023,1378832700,4.8667,4.9036,5.0586,5.1366,5.5864,5.5233,5.0773,5.3458,5.7807,0.2609,0.907,0.2201,HIGH
VM_023,1378833000,4.9,4.8904,4.9946,5.059,5.5142,5.4932,5.0006,5.2979,5.8009,0.2772,0.9063,0.224,HIGH
VM_023,1378833300,4.6333,5.0144,5.2765,5.4036,5.5145,5.3252,4.9967,5.3358,5.5614,0.1694,0.9063,0.1831,HIGH
VM_023,1378833600,4.8667,4.951,5.2237,5.3501,5.5245,5.2349,4.8314,5.2665,5.5521,0.2092,0.9063,0.2015,HIGH
VM_023,1378833900,4.5333,5.2467,5.5588,5.7139,5.1947,5.0007,4.8995,5.2691,5.7139,0.2618,0.9087,0.2129,HIGH
VM_023,1378834200,4.9333,5.2989,5.5479,5.7138,5.2335,4.9896,4.9727,5.2731,5.7138,0.2535,0.9087,0.2043,HIGH
VM_023,1378834500,4.7,5.3543,5.4764,5.5329,4.9998,5.0979,5.4152,5.2583,5.5974,0.2182,0.8224,0.1857,HIGH
VM_023,1378834800,4.9,5.2842,5.3685,5.3576,4.9462,5.0478,5.1569,5.1551,5.3952,0.166,0.7479,0.1559,MEDIUM
VM_023,1378835100,6.4,5.0858,5.0953,5.0938,4.9072,5.3954,5.6361,5.2199,5.8208,0.2985,0.7093,0.1991,HIGH
VM_023,1378835400,4.8333,4.9034,4.853,4.8289,4.7251,5.3237,5.612,5.0767,5.8033,0.3742,0.7087,0.2256,HIGH
VM_023,1378835700,4.5,4.8542,4.8326,4.7882,5.0308,5.4475,5.2038,5.1377,5.5487,0.2982,0.7099,0.1856,HIGH
VM_023,1378836000,4.9667,4.7441,4.7095,4.6501,4.9394,5.3297,5.1542,5.0216,5.4545,0.3032,0.7099,0.1896,HIGH
VM_023,1378836300,4.7333,4.7027,4.7988,4.8642,5.3253,5.2988,4.9018,5.1075,5.5587,0.264,0.7072,0.192,HIGH
VM_023,1378836600,4.8667,4.7436,4.8575,4.917,5.3005,5.2872,4.9454,5.1316,5.5253,0.2342,0.7085,0.1834,HIGH
VM_023,1378836900,4.6333,4.8741,5.1162,5.2123,5.2715,5.0705,4.7926,5.116,5.3028,0.1482,0.7074,0.1511,MEDIUM
VM_023,1378837200,4.8333,4.8809,5.117,5.2077,5.295,5.0661,4.7968,5.1208,5.3239,0.1513,0.7092,0.1533,MEDIUM
VM_023,1378837500,4.5667,5.0742,5.3577,5.507,5.1189,4.8491,4.7846,5.1178,5.507,0.238,0.5911,0.1613,MEDIUM
VM_023,1378837800,4.9,5.096,5.2889,5.4174,5.105,4.8118,4.7746,5.065,5.4174,0.2159,0.5914,0.1519,MEDIUM
VM_023,1378838100,4.6333,5.1789,5.2887,5.3353,4.9212,4.8568,5.115,5.0573,5.3353,0.1793,0.5749,0.1367,MEDIUM
VM_023,1378838400,4.8667,5.1252,5.1487,5.0953,4.8014,4.8191,4.9226,4.9368,5.1487,0.1397,0.5751,0.1217,MEDIUM
VM_023,1378838700,6.5,5.0402,5.0151,5.0184,4.7139,5.1528,5.6288,5.0676,5.7403,0.3369,0.4963,0.1851,HIGH
VM_023,1378839000,4.8,4.8837,4.8,4.7447,4.5566,5.0897,5.4755,4.9192,5.6267,0.36,0.4968,0.1947,HIGH
VM_023,1378839300,4.5667,4.8878,4.8456,4.7641,5.0026,5.4417,5.1812,5.127,5.5728,0.2964,0.5003,0.1627,MEDIUM
VM_023,1378839600,4.9667,4.73,4.7025,4.6348,4.993,5.3797,5.123,5.0423,5.4944,0.3128,0.4951,0.1652,MEDIUM
VM_023,1378839900,4.6333,4.7342,4.8187,4.9155,5.4966,5.4237,4.77,5.1938,5.7393,0.3305,0.4983,0.1828,HIGH
VM_023,1378840200,4.8,4.7201,4.7643,4.8086,5.3348,5.3077,4.7382,5.0937,5.5858,0.2918,0.4987,0.1664,MEDIUM
VM_023,1378840500,4.5,4.8206,5.039,5.1783,5.373,4.9688,4.5087,5.0488,5.373,0.2504,0.5026,0.1667,MEDIUM
VM_023,1378840800,4.8,4.7913,4.9624,5.0632,5.3057,4.9248,4.5024,4.988,5.3057,0.2238,0.5029,0.1595,MEDIUM
VM_023,1378841100,4.5333,4.9812,5.322,5.5259,5.0872,4.7199,4.6993,5.0497,5.5259,0.2808,0.5029,0.1623,MEDIUM
VM_023,1378841400,5.0667,5.0425,5.2268,5.3257,5.0646,4.7098,4.6684,4.9756,5.3257,0.2213,0.5041,0.1424,MEDIUM
VM_023,1378841700,4.7333,5.2699,5.3667,5.4011,4.7621,4.9201,5.4367,5.1048,5.5266,0.2824,0.5036,0.1618,MEDIUM
VM_023,1378842000,4.8333,5.1058,5.192,5.1274,4.7401,4.8848,5.1106,4.9771,5.2778,0.1883,0.5038,0.1344,MEDIUM
VM_023,1378842300,6.3,5.1674,5.0594,4.9849,4.7051,5.346,5.6496,5.1505,5.8546,0.3645,0.491,0.199,HIGH
VM_023,1378842600,4.7,4.9044,4.8173,4.7491,4.5191,5.2277,5.6215,4.9854,5.8128,0.4252,0.4925,0.2162,HIGH
VM_023,1378842900,4.5,4.8714,4.7869,4.7114,4.9529,5.4944,5.1462,5.1191,5.5943,0.3246,0.4925,0.1677,MEDIUM
VM_023,1378843200,4.9667,4.7478,4.623,4.5232,4.8498,5.3367,5.0382,4.9631,5.4455,0.3225,0.4925,0.1723,MEDIUM
VM_023,1378843500,4.6,4.6339,4.6895,4.7693,5.4277,5.2719,4.5548,5.0526,5.6104,0.3456,0.495,0.1884,HIGH
VM_023,1378843800,4.8667,4.6521,4.6724,4.7481,5.293,5.2191,4.6558,5.0227,5.5317,0.2996,0.495,0.1675,MEDIUM
VM_023,1378844100,4.6,4.7326,5.0467,5.2603,5.3064,4.8149,4.3957,4.9857,5.3497,0.2985,0.4957,0.1764,HIGH
VM_023,1378844400,4.8,4.7611,4.9591,5.0999,5.2508,4.8426,4.5089,4.9489,5.2508,0.2171,0.4959,0.1514,MEDIUM
VM_023,1378844700,4.5,5.0436,5.3362,5.4907,4.9181,4.6301,4.6467,4.9753,5.4907,0.2973,0.4979,0.1657,MEDIUM
VM_023,1378845000,4.7667,4.9924,5.2153,5.3861,4.9258,4.6731,4.7495,4.9583,5.3861,0.2387,0.4984,0.1483,MEDIUM
VM_023,1378845300,4.6333,5.1725,5.1621,5.1212,4.5649,4.8156,5.1261,4.9208,5.2682,0.2393,0.4984,0.1471,MEDIUM
VM_023,1378845600,4.8333,5.1006,5.0965,5.0441,4.6085,4.8146,4.9238,4.8827,5.1194,0.1769,0.4984,0.1244,MEDIUM
VM_023,1378845900,6.6,4.9936,4.8589,4.8627,4.4915,5.1483,5.7199,4.977,5.7753,0.4249,0.5129,0.2176,HIGH
VM_023,1378846200,4.8,4.9205,4.7773,4.7227,4.4972,5.1403,5.5473,4.9294,5.7046,0.3985,0.5129,0.2086,HIGH
VM_023,1378846500,4.5667,4.8329,4.7217,4.6083,5.0214,5.5337,5.2049,5.1095,5.6218,0.3623,0.5129,0.1857,HIGH
VM_023,1378846800,4.9333,4.7161,4.6141,4.546,5.0471,5.4242,5.0076,5.0223,5.4518,0.3309,0.5126,0.1729,MEDIUM
VM_023,1378847100,4.7333,4.5916,4.6505,4.767,5.5057,5.3366,4.4855,5.0798,5.7817,0.4184,0.511,0.2189,HIGH
VM_023,1378847400,4.9,4.7685,4.8145,4.8601,5.4877,5.3207,4.6318,5.1276,5.7089,0.3372,0.5108,0.1929,HIGH
VM_023,1378847700,4.5,4.8771,5.0831,5.2397,5.5118,4.9523,4.4343,5.0687,5.5118,0.314,0.5108,0.193,HIGH
VM_023,1378848000,4.7,4.8214,5.0269,5.1474,5.4853,5.0354,4.542,5.0728,5.4853,0.2686,0.5119,0.1773,HIGH
VM_023,1378848300,4.5,5.1605,5.5363,5.76,5.0759,4.5963,4.5996,5.0588,5.76,0.4179,0.5129,0.2034,HIGH
VM_023,1378848600,4.8333,5.1309,5.3834,5.5205,5.0204,4.6769,4.6832,5.0123,5.5205,0.3039,0.5113,0.1654,MEDIUM
VM_023,1378848900,4.6333,5.2604,5.2917,5.2764,4.7042,4.8266,5.0252,4.9856,5.2917,0.2217,0.5128,0.1385,MEDIUM
VM_023,1378849200,4.9333,5.1436,5.1512,5.1028,4.6985,4.791,4.8753,4.9024,5.1512,0.1678,0.513,0.1214,MEDIUM
VM_023,1378849500,6.4,5.0091,4.8403,4.7815,4.5247,5.1317,5.502,4.9353,5.5913,0.356,0.5254,0.1948,HIGH
VM_023,1378849800,4.8,4.9414,4.8081,4.7401,4.6306,5.241,5.5707,4.9931,5.7176,0.3751,0.5244,0.2029,HIGH
VM_023,1378850100,4.5333,4.7773,4.6948,4.6198,5.0046,5.4737,5.2741,5.0804,5.5766,0.3452,0.5234,0.1803,HIGH
VM_023,1378850400,4.8667,4.6329,4.5878,4.585,5.1429,5.454,5.0062,5.0515,5.4631,0.3398,0.523,0.171,MEDIUM
VM_023,1378850700,4.9,4.5799,4.7121,4.8286,5.4853,5.373,4.5865,5.1099,5.7565,0.3878,0.5199,0.2059,HIGH
VM_023,1378851000,6.6333,4.98,4.9445,4.925,5.5206,5.4514,4.8218,5.2296,5.7647,0.2984,0.6311,0.1925,HIGH
VM_023,1378851300,4.6333,5.0261,5.222,5.3509,5.5808,5.098,4.5514,5.1863,5.5808,0.2931,0.6303,0.2026,HIGH
VM_023,1378851600,5.4,5.148,5.2295,5.2383,5.5138,5.1587,4.6965,5.1922,5.5138,0.2043,0.6357,0.1782,HIGH
VM_023,1378851900,6.8,5.695,5.8002,5.8252,5.3436,4.925,4.6989,5.2917,5.8252,0.3818,0.7269,0.2265,HIGH
VM_023,1378852200,4.7667,5.471,5.6031,5.7158,5.3089,4.9566,4.8203,5.2566,5.7158,0.2892,0.7269,0.1992,HIGH
VM_023,1378852500,4.6667,5.585,5.5537,5.52,5.0447,5.0508,5.2039,5.2317,5.585,0.2127,0.7261,0.1647,MEDIUM
VM_023,1378852800,4.8333,5.4557,5.3634,5.2662,5.0447,5.1026,5.1004,5.1692,5.4557,0.136,0.7261,0.145,MEDIUM
VM_023,1378853100,6.6333,5.1422,4.9569,4.8912,4.849,5.452,5.7076,5.1687,5.7979,0.358,0.7292,0.2181,HIGH
VM_023,1378853400,4.8333,4.9936,4.8949,4.883,4.7889,5.3504,5.7089,5.1241,5.8353,0.3669,0.7286,0.223,HIGH
VM_023,1378853700,4.6,4.7981,4.6829,4.6047,5.091,5.5856,5.368,5.1486,5.6756,0.3903,0.7276,0.22,HIGH
VM_023,1378854000,4.9,4.6688,4.6453,4.6605,5.0826,5.4331,5.1606,5.0764,5.4989,0.3205,0.728,0.1944,HIGH
VM_023,1378854300,4.8,4.622,4.7924,4.9154,5.4155,5.3745,4.8895,5.1607,5.6322,0.3011,0.7267,0.2127,HIGH
VM_023,1378854600,4.7667,4.7416,4.8439,4.9038,5.4105,5.3586,4.8092,5.1571,5.6247,0.2808,0.7287,0.1979,HIGH
VM_023,1378854900,4.6,4.7799,5.014,5.1621,5.4499,5.0531,4.525,5.0873,5.4499,0.269,0.7255,0.2025,HIGH
VM_023,1378855200,4.8,4.7383,4.9776,5.125,5.3713,4.9795,4.5435,5.0369,5.3713,0.2457,0.7235,0.1907,HIGH
VM_023,1378855500,4.5667,5.0756,5.4273,5.6551,5.1166,4.745,4.6603,5.1025,5.6551,0.3284,0.7213,0.2102,HIGH
VM_023,1378855800,4.7667,5.0756,5.3659,5.5264,5.1016,4.7747,4.6907,5.0672,5.5264,0.2718,0.7224,0.1915,HIGH
VM_023,1378856100,4.6,5.1257,5.254,5.2831,4.7694,4.8351,4.9781,4.9901,5.2831,0.1873,0.7234,0.1586,MEDIUM
VM_023,1378856400,4.8333,5.064,5.1718,5.1765,4.7668,4.8525,4.9086,4.9563,5.1765,0.1488,0.7246,0.1436,MEDIUM
VM_023,1378856700,6.4667,4.8979,4.8371,4.8248,4.6315,5.1345,5.2949,4.9455,5.4647,0.2661,0.73,0.1924,HIGH
VM_023,1378857000,4.7667,4.7933,4.7497,4.7537,4.5599,5.1177,5.3692,4.9103,5.5493,0.3151,0.7306,0.2108,HIGH
VM_023,1378857300,4.7,4.7132,4.6531,4.569,4.8652,5.2852,5.0269,4.9453,5.3665,0.2908,0.7259,0.1894,HIGH
VM_023,1378857600,9.1333,6.3608,5.9703,5.323,5.0365,5.593,6.0163,5.4758,6.3608,0.5377,1.0968,0.3294,HIGH
VM_023,1378857900,4.8667,4.9515,5.084,5.232,5.3359,5.4451,5.3824,5.3104,5.6681,0.2082,1.0973,0.2256,HIGH
VM_023,1378858200,4.7667,4.8828,4.9203,4.9559,5.565,5.859,5.1441,5.4227,5.8885,0.3948,1.0617,0.2552,HIGH
VM_023,1378858500,4.7,4.7451,4.9131,5.0487,5.5097,5.4371,4.6709,5.2132,5.602,0.2971,1.0603,0.2462,HIGH
VM_023,1378858800,4.5667,4.835,4.7793,4.9074,5.601,5.4007,4.382,5.184,5.911,0.4483,1.0667,0.3177,HIGH
VM_023,1378859100,4.6333,4.8802,5.0577,5.3204,5.4475,5.0223,4.3683,5.1286,5.5426,0.3584,1.0118,0.2687,HIGH
VM_023,1378859400,4.8333,4.9248,5.1322,5.3639,5.591,4.8127,4.3324,5.0741,5.5949,0.4083,1.011,0.2791,HIGH
VM_023,1378859700,4.8,5.0413,5.1615,5.2894,5.3658,4.9201,4.7296,5.0861,5.3658,0.2082,1.0091,0.2047,HIGH
VM_023,1378860000,4.8333,5.0201,5.3838,5.571,5.1009,4.7141,4.7363,5.0587,5.5789,0.3128,1.0091,0.2318,HIGH
VM_023,1378860300,6.5,5.0087,5.2041,5.3873,4.8361,5.0701,5.5186,5.1399,5.5811,0.2538,1.0005,0.2195,HIGH
VM_023,1378860600,4.7,5.0867,5.164,5.1554,4.6021,5.1153,5.5071,5.0725,5.6342,0.2996,1.0022,0.2507,HIGH
VM_023,1378860900,4.6667,4.9664,4.9554,4.8468,4.9913,5.4642,5.1901,5.1507,5.5241,0.2487,1.0009,0.2086,HIGH
VM_023,1378861200,4.8667,4.8346,4.7557,4.6394,4.7973,5.2703,5.0701,4.9723,5.3789,0.2626,1.0012,0.217,HIGH
VM_023,1378861500,4.9,4.7591,4.8248,4.8659,5.2977,5.4219,5.0186,5.1663,5.6017,0.2778,1.0003,0.228,HIGH
VM_023,1378861800,4.7,4.6589,4.6818,4.6468,5.2516,5.3521,4.9589,5.0576,5.4631,0.3009,1.0012,0.225,HIGH
VM_023,1378862100,4.7,4.7853,4.9258,4.9395,5.2725,5.0849,4.8324,5.0257,5.2725,0.1322,0.9994,0.1859,HIGH
VM_023,1378862400,4.6333,4.5697,4.8347,4.8678,5.4039,5.2026,4.7733,5.0566,5.4196,0.2576,1.0019,0.2291,HIGH
VM_023,1378862700,4.7,4.7409,5.1507,5.296,5.19,4.8515,4.5896,5.0134,5.3664,0.2443,0.9994,0.2201,HIGH
VM_023,1378863000,4.6667,4.642,5.0903,5.2983,5.2346,4.7384,4.4716,4.9493,5.3632,0.2974,1.001,0.2339,HIGH
VM_023,1378863300,4.8333,4.9601,5.2444,5.3946,5.0174,4.8783,5.0137,5.0573,5.3946,0.1613,0.9974,0.1893,HIGH
VM_023,1378863600,4.7333,5.0294,5.1733,5.1196,4.7544,4.7699,4.7743,4.8971,5.1733,0.1607,0.9986,0.1847,HIGH
VM_023,1378863900,7.3333,5.1866,5.2603,5.2903,4.8207,5.227,5.5905,5.1859,5.7444,0.2835,1.0648,0.2459,HIGH
VM_023,1378864200,4.6667,4.9813,5.0298,5.0375,4.5283,5.0503,5.2874,4.9662,5.5462,0.2794,1.0664,0.2572,HIGH
VM_023,1378864500,4.7333,4.9192,4.8432,4.7596,4.9693,5.4403,5.0315,5.0977,5.4577,0.2672,1.0659,0.2199,HIGH
VM_023,1378864800,5.0,4.4924,4.5319,4.5976,4.9355,5.394,5.1543,4.9835,5.4506,0.3522,0.6319,0.1944,HIGH
VM_023,1378865100,4.8667,4.5872,4.5879,4.7184,5.445,5.5104,4.9889,5.1587,5.7919,0.4021,0.6319,0.2236,HIGH
VM_023,1378865400,4.6667,4.5323,4.5267,4.5345,5.1995,5.3675,4.9013,5.0068,5.5709,0.3659,0.6334,0.2048,HIGH
VM_023,1378865700,4.8,4.6888,4.8958,5.0167,5.4535,5.114,4.7193,5.0726,5.4535,0.2262,0.6321,0.1716,MEDIUM
VM_023,1378866000,4.6333,4.5835,4.7877,4.8912,5.2902,4.9488,4.572,4.9325,5.2902,0.2161,0.6306,0.1659,MEDIUM
VM_023,1378866300,4.7667,4.9642,5.2811,5.4483,5.0871,4.8347,4.8076,5.0691,5.4483,0.2099,0.6284,0.1564,MEDIUM
VM_023,1378866600,4.8,4.8684,5.1365,5.2529,4.9506,4.7306,4.774,4.9308,5.2529,0.1741,0.6287,0.1424,MEDIUM
VM_023,1378866900,4.9667,5.1388,5.2842,5.3386,4.7786,4.9234,5.2665,5.0541,5.3509,0.2145,0.6281,0.1497,MEDIUM
VM_023,1378867200,4.7333,5.2677,5.4684,5.5321,4.7885,4.7849,5.0606,5.0532,5.5321,0.2807,0.6292,0.1849,HIGH
VM_023,1378867500,6.6667,5.0314,5.036,5.1203,4.736,5.1831,5.5827,5.0939,5.6994,0.3092,0.6478,0.1971,HIGH
VM_023,1378867800,4.7,4.8689,4.8855,4.9306,4.4418,5.0138,5.4196,4.9081,5.6005,0.3495,0.6478,0.2202,HIGH
VM_023,1378868100,4.7333,4.8391,4.7313,4.6478,4.8808,5.3956,5.1281,5.0313,5.4828,0.3168,0.6467,0.1905,HIGH
VM_023,1378868400,6.9,4.826,4.58,4.4516,4.833,5.3829,5.0827,4.9492,5.4781,0.3685,0.7587,0.2262,HIGH
VM_023,1378868700,4.9,4.6947,4.7087,4.8135,5.4914,5.4621,4.9361,5.1772,5.7461,0.3596,0.7587,0.2217,HIGH
VM_023,1378869000,4.6667,4.7598,4.6908,4.6406,5.3348,5.3903,4.8341,5.086,5.667,0.343,0.7594,0.2188,HIGH
VM_023,1378869300,4.8333,4.8018,4.9984,5.0953,5.3834,5.1895,4.9039,5.1346,5.3834,0.1612,0.7574,0.166,MEDIUM
VM_023,1378869600,4.6667,4.7132,4.9315,5.0605,5.4034,5.0842,4.6474,5.0614,5.4034,0.2254,0.7566,0.1865,HIGH
VM_023,1378869900,4.8,5.1007,5.4049,5.5654,5.1076,4.8872,4.7473,5.1321,5.5654,0.2466,0.7549,0.1936,HIGH
VM_023,1378870200,4.7667,4.9965,5.2651,5.3907,5.0117,4.7808,4.6689,5.0093,5.3907,0.2209,0.753,0.182,HIGH
VM_023,1378870500,4.8667,5.1169,5.2019,5.1842,4.8502,4.8853,4.912,4.9916,5.2019,0.1251,0.7526,0.1393,MEDIUM
VM_023,1378870800,4.8667,5.1709,5.2647,5.1936,4.7085,4.7977,4.9449,4.9528,5.2647,0.1911,0.7507,0.1639,MEDIUM
VM_023,1378871100,7.9333,5.3485,5.395,5.5032,4.8296,5.3863,6.3586,5.3705,6.3586,0.5193,0.8351,0.2881,HIGH
VM_023,1378871400,4.7333,5.2156,5.2127,5.1564,4.5977,5.3027,6.0397,5.1777,6.1462,0.5088,0.8338,0.2901,HIGH
VM_023,1378871700,4.8667,5.0741,4.9596,4.8851,5.1492,5.8977,5.756,5.4011,6.1102,0.452,0.8318,0.2568,HIGH
VM_023,1378872000,5.7667,4.9412,4.6728,4.5436,4.9308,5.8116,5.5638,5.1957,5.9571,0.5207,0.8429,0.2848,HIGH
VM_023,1378872300,6.3667,5.2028,4.9718,4.9783,5.8987,6.1494,5.2435,5.6333,6.5538,0.53,0.8781,0.2998,HIGH
VM_023,1378872600,4.7333,5.0159,4.8671,4.8522,5.6745,5.8674,5.0986,5.4197,6.2141,0.4558,0.8765,0.2735,HIGH
VM_023,1378872900,4.8,5.2074,5.226,5.2703,5.9361,5.5471,4.9721,5.442,5.9361,0.2767,0.8765,0.2265,HIGH
VM_023,1378873200,4.6333,4.8981,4.9915,5.0497,5.6162,5.2878,4.7809,5.1891,5.6162,0.2488,0.8765,0.2113,HIGH
VM_023,1378873500,4.8333,5.1855,5.7119,6.0638,5.4412,4.9562,4.9104,5.3733,6.0638,0.3959,0.8752,0.2487,HIGH
VM_023,1378873800,4.6667,4.8979,5.3754,5.6601,5.037,4.7007,4.8309,5.0585,5.6601,0.3167,0.8782,0.2262,HIGH
VM_023,1378874100,5.2,5.2204,5.4721,5.5349,4.8791,4.8826,5.1542,5.1285,5.5349,0.2404,0.877,0.2006,HIGH
VM_023,1378874400,4.6667,5.1609,5.3127,5.2815,4.6675,4.7616,4.9747,4.9568,5.3127,0.2302,0.8786,0.193,HIGH
VM_023,1378874700,6.7,5.2176,5.2421,5.2721,4.6469,5.2829,5.9302,5.2109,5.9841,0.4253,0.8811,0.2712,HIGH
VM_023,1378875000,4.5667,5.153,5.1478,5.1549,4.5062,5.2635,6.002,5.1409,6.0861,0.5045,0.8847,0.3004,HIGH
VM_023,1378875300,4.8,5.1288,5.0133,4.8432,4.8428,5.556,5.5578,5.1982,5.8821,0.3838,0.8833,0.2546,HIGH
VM_023,1378875600,4.8667,4.8265,4.749,4.6894,4.9033,5.5481,5.3464,5.1129,5.7111,0.379,0.8062,0.2317,HIGH
VM_023,1378875900,4.9667,4.8957,4.8833,4.9317,5.768,5.8792,5.1564,5.4548,6.2089,0.4537,0.8056,0.2602,HIGH
VM_023,1378876200,4.7,4.8574,4.7772,4.7747,5.5637,5.601,4.8753,5.2541,5.9894,0.4092,0.8048,0.2469,HIGH
VM_023,1378876500,4.8333,4.932,5.0607,5.1136,5.6965,5.3575,4.7601,5.2541,5.6965,0.2809,0.8048,0.214,HIGH
VM_023,1378876800,4.5667,4.8039,4.9907,5.0832,5.6905,5.3036,4.9228,5.241,5.6905,0.2648,0.8075,0.2085,HIGH
VM_023,1378877100,4.8,5.0605,5.4984,5.6963,5.3705,4.9627,4.8812,5.256,5.6963,0.2829,0.8075,0.2,HIGH
VM_023,1378877400,4.6667,4.9289,5.4408,5.6725,5.0799,4.7726,4.9335,5.1149,5.6725,0.3083,0.8095,0.2105,HIGH
VM_023,1378877700,4.8333,5.2514,5.5816,5.6377,4.8813,4.8988,5.2225,5.1662,5.6377,0.281,0.81,0.2064,HIGH
VM_023,1378878000,4.6,5.1914,5.3847,5.3497,4.6576,4.7699,5.0689,4.9887,5.3847,0.2611,0.8151,0.1951,HIGH
VM_023,1378878300,6.7,5.1311,5.1596,5.183,4.7608,5.3782,5.7799,5.2111,5.9059,0.3583,0.6501,0.2188,HIGH
VM_023,1378878600,4.6,4.9348,4.9487,4.966,4.5964,5.2601,5.6753,5.0552,5.8374,0.397,0.6533,0.2306,HIGH
